quartile,axis,axis_min,axis_max,n_nets,gnd_mape_median,gnd_mape_mean,cpl_mape_median,cpl_mape_mean,total_mape_median
Q1,gnd_rel_err,1.371412898138307e-05,0.09556461282861928,23899,0.04686145876023434,0.04727959177080979,0.10600105037583112,0.12949325466065068,0.06237159740158933
Q2,gnd_rel_err,0.0955662399014631,0.1989357736077767,23898,0.14605429780998747,0.1464035779805846,0.12544609114719302,0.15398669440683033,0.06775994164631534
Q3,gnd_rel_err,0.19893585603117014,0.3278558930501609,23898,0.25854996269235564,0.26024567915506,0.1610879716190509,0.20793103648738065,0.08159735635120949
Q4,gnd_rel_err,0.32787035021240546,8.216191323217341,23899,0.4256481704752282,0.4929059322673869,0.23691820453487003,0.3026073993175292,0.11235968610074121
