design,n_nets,gnd_mape_median,gnd_mape_mean,cpl_mape_median,cpl_mape_mean,total_mape_median,total_mape_mean
intel22_nova_f3,92425,0.1996649386358487,0.23732621199622767,0.1518977093606165,0.19943881050826073,0.07882040043941037,0.09361656383153624
intel22_tv80s_f3,3169,0.17696690093078923,0.21871967253554744,0.14369281501596712,0.17126898110078156,0.08231631502243836,0.09290697211720954
