net,g_tot,p_tot,err_tot,g_gnd,p_gnd,g_cpl,p_cpl,g_res,p_res,mape,cap_bin
i_tv80_core_n_18880,4.06901,3.880186,0.18882399999999944,2.1403675000000004,1.9848838121199999,1.9286405919000011,1.8953025660000002,667.999765,658.8049888700008,4.640539099191191,1-5fF
i_tv80_core_i_mcode_n_13782,5.26609,5.298224,0.03213400000000011,1.51588196,1.8306996273999994,3.7502132983720022,3.4675246080000006,808.5763239999995,787.6731145999993,0.6102060542072032,5-20fF
i_tv80_core_add_1283_17_n_324,0.2781,0.296531,0.018430999999999975,0.0989748,0.12321088692000001,0.1791258652,0.17332058900000002,97.948012,94.55400970000002,6.627472132326492,<1fF
n_280,1.2011,1.192219,0.008881000000000139,0.36774990999999996,0.38990591790000007,0.8333507403999993,0.8023129,213.565161,210.76573951999995,0.7394055449171708,1-5fF
n_692,0.0986793,0.106795,0.008115700000000003,0.0458116,0.032970941649999995,0.05286775,0.07382396599999999,51.131749000000006,45.203117279999994,8.22431857542565,<1fF
i_tv80_core_i_reg_RegsL\[0\][1],1.28247,1.294749,0.012278999999999929,0.47728267,0.5629350000000002,0.8051929280999998,0.7318139999999996,238.56519300000002,232.6357842199999,0.9574492970595748,1-5fF
n_1020,0.570158,0.631889,0.06173099999999998,0.113462,0.18874219769000006,0.45669571950000004,0.4431470339999999,107.08878600000001,109.31598084000002,10.826998831902731,<1fF
n_1898,0.744255,0.816917,0.072662,0.1613086,0.28878798219999996,0.5829461771,0.528128803,123.25131999999999,124.34589047000003,9.763051642246273,<1fF
n_1386,0.381875,0.339222,0.042652999999999996,0.06799920000000001,0.14474747404999996,0.31387591029999995,0.194474368,117.356662,116.04065348,11.16936170212766,<1fF
i_tv80_core_i_reg_RegsH\[3\][2],0.892321,1.16269,0.27036899999999997,0.47820972000000006,0.5055160000000001,0.4141113625579998,0.6571739999999998,193.42724600000003,193.52285111999996,30.299522257124956,<1fF
n_979,0.193354,0.186373,0.006980999999999987,0.1429529,0.09929292900000003,0.050400894499999994,0.087080298,74.18044400000001,74.42991715999997,3.610476121518038,<1fF
n_36,0.483248,0.467973,0.015275000000000039,0.12836509999999998,0.20346099999999995,0.35488266198,0.2645120000000001,131.555131,129.99171596,3.160902890441355,<1fF
