bucket,n,mape_mean,mape_median,mape_p90
<0.001,3660,632.764095524317,172.52520607759396,1370.770788445621
0.001-0.005,7753,132.68960108332894,63.62130658940151,312.5788274091949
0.005-0.01,15191,80.68359328269688,59.44772853997146,175.7511961144404
0.01-0.05,35133,55.03617095093212,44.51569555561603,95.98404021817805
0.05-0.1,6565,62.082011738182764,51.37658977466191,106.96026634294216
>=0.1,5900,54.21705464969259,54.77945276713811,91.07080259085957
