bucket,n,mape_mean,mape_median,mape_p90
<0.001,3663,714.1929201458802,188.80083949364348,1548.4861464216724
0.001-0.005,7767,154.90756829131828,65.18929966207331,371.4045529423938
0.005-0.01,15218,91.79617780718993,64.90580987413375,205.41765343612084
0.01-0.05,35193,61.316706793053136,47.14631734559994,111.44662189012915
0.05-0.1,6569,68.14618747688407,52.40408820557083,136.78921811692086
>=0.1,5903,55.05918479209758,52.938015760072815,92.49498873960337
