bucket,n,mape_mean,mape_median,mape_p90
<0.001,3663,725.7524129132415,194.59617194106644,1583.736441246001
0.001-0.005,7767,156.90653762771058,65.34789456113103,378.6676763223646
0.005-0.01,15218,93.13323379919912,65.517304368776,209.37359812091583
0.01-0.05,35193,62.18544612167225,47.54240644134034,115.03133919543838
0.05-0.1,6569,68.9576724026576,52.5039427059039,140.1372177679684
>=0.1,5903,55.23612422741151,52.848501246540685,93.07817816188106
