metric,n,mape_mean,mape_median,mape_p90,ci_lo,ci_hi,bias_pct,r2_lin,r2_log,g_mean,p_mean
total_cap,3194,70.11311997647117,38.84019074787591,151.07425846129524,65.33527971563618,75.58316068894625,40.5052057454948,0.804215192816988,0.6561487348564697,1.3047655958046336,1.3380725962429554
c_gnd,3194,80.03913574832231,45.50836107715523,163.47670923871507,73.82168960780317,87.31613494833282,35.846270573108406,0.575766213913223,0.5874793247841744,0.5132257757521603,0.38951957614276767
c_cpl_total,3194,89.12926605032402,46.53106921098101,189.3450029751624,83.00642215987546,95.37637778330073,63.76203083412043,0.7357019344658929,0.6097636531217308,0.791539876807192,0.9485530689979023
total_res,3194,37.740668604840096,30.28325883447897,70.58239153088618,36.07186908632675,39.87166668106298,-7.0593303491278405,0.7563345489419128,0.5249957305907544,242.0758496195993,184.55324306825298
