label,n_common,total_cap_mape,c_gnd_mape,c_cpl_mape,total_res_mape,c_gnd_bias,total_cap_bias,c_cpl_bias,total_res_bias,spef_size_MB,spef
w=0.0,3280,8.468495478865949,21.86849702336228,18.3448610930449,11.924690195612245,0.49128346315560656,-0.007563914691352088,7.29713105660622,-4.770958542566532,36.03330993652344,_test_e2e_v7_w0.0/tv80s.spef
w=0.3,3280,8.109445951054328,21.31634003890749,17.661184833435005,11.924690195612245,0.3912930546154782,-0.7972935614671235,5.824138688577869,-4.770958542566532,36.03508472442627,_test_e2e_v7_w0.3/tv80s.spef
w=0.5,3280,8.109445951054328,21.15305716197826,17.539171006631708,11.924690195612245,0.8471219252927736,-0.7972935614671235,5.415244106893604,-4.770958542566532,36.035874366760254,_test_e2e_v7_w0.5/tv80s.spef
w=0.7,3280,8.109445951054328,21.08743938442634,17.513761505534003,11.924690195612245,1.302302636627094,-0.7972935614671235,5.017847276832951,-4.770958542566532,36.03621768951416,_test_e2e_v7_w0.7/tv80s.spef
w=1.0,3280,8.109445951054328,21.15459389964311,17.575549360811927,11.924690195612245,1.9812493043837154,-0.7972935614671235,4.4519094567990285,-4.770958542566532,36.03623294830322,_test_e2e_v7_w1.0/tv80s.spef
FINAL,3280,8.109445951054328,21.08743938442634,17.513761505534003,11.924690195612245,1.302302636627094,-0.7972935614671235,5.017847276832951,-4.770958542566532,36.03621768951416,tv80s_FINAL.spef
baseline_v7,3280,8.109445951054328,21.752207492093497,18.0010092019974,11.924690195612245,-0.29382700225621927,-0.7972935614671235,6.462453444370018,-4.770958542566532,36.03523254394531,_test_e2e_v7/tv80s_v7.spef
