label,n,mape_mean,mape_median,mape_p90,g_mean,p_mean,bias_mean
total_cap,3169,7.985206183183603,6.0289958585573515,16.122793885100666,1.3604453617229408,1.3128506701167562,-0.7608934913771634
c_gnd,3169,23.051988386161952,17.394536025147012,49.65946784316043,0.5295668030312402,0.5107286970810981,6.278731192517989
c_cpl_total,3169,16.609218321223945,13.13736308809356,33.08419450263058,0.8308786014753455,0.8021219196875986,2.029630849791219
total_res,3169,11.83006609434914,7.788919874432438,26.932088929999605,250.38827417134743,225.7901316156516,-2.950190871953211
