net,total_cap_dnet,total_res,wire_R_true,wirelen_m3,wirelen_m1,wirelen_m2,n_via_v1,n_via_v2,wirelen_m5,wirelen_m4,n_via_v3,n_via_v4,R_analytic_metal,ape_B,bias_B_signed,ape_metal_only_vs_truth,R_analytic_full,ape_C,bias_C_signed,q
FE_OFN2450_n_2406,2.10351,498.3323160000001,229.719516,5.52,3.5420000000000007,6.788999999999997,13,7.0,0.0,2.17,2.0,0.0,231.9451246447761,53.455732811681415,-53.455732811681415,0.9688374255394513,500.54492464477613,0.44400264115643373,0.44400264115643373,Q4
FE_OFN24_n_2000,0.168399,72.25469299999999,22.887492999999996,0.45999999999999996,0.8979999999999999,0.505,2,2.0,0.0,0.0,0.0,0.0,22.38007326567164,69.026131955648,-69.026131955648,2.2170175402275607,71.74527326567164,0.7050334216053578,-0.7050334216053578,Q1
FE_OFN25_i_tv80_core_n_1631,8.89756,1627.2471010000015,882.378901,25.865999999999996,7.218000000000001,22.992999999999984,27,26.0,8.65,2.8640000000000003,5.0,2.0,887.5285140935644,45.458282669660534,-45.458282669660534,0.5836056469310695,1632.3697140935642,0.31480241018187394,0.31480241018187394,Q4
FE_OFN27_i_tv80_core_IR_0,10.3227,1706.8903720000012,1075.2663719999994,31.46799999999999,5.290000000000002,14.991000000000003,15,16.0,2.81,27.457999999999995,15.0,4.0,1095.1570230490609,35.8390532271946,-35.8390532271946,1.849834754160944,1726.766023049061,1.1644362974390123,1.1644362974390123,Q4
FE_OFN28_n_2187,4.58904,688.9078229999998,423.189723,1.2180000000000002,2.064,1.8340000000000003,6,6.0,13.920000000000002,12.208,5.0,4.0,414.8424143565284,39.782594926850095,-39.782594926850095,1.972474327660266,680.5545143565283,1.2125437343845424,-1.2125437343845424,Q4
FE_OFN30_di_reg_0,1.87924,315.94990899999993,178.010009,4.154,1.436,3.6939999999999995,4,5.0,0.0,4.33,2.0,0.0,179.69056848238804,43.126880760586616,-43.126880760586616,0.9440814546490183,317.626468482388,0.5306409132050379,0.5306409132050379,Q4
FE_OFN32_n_1350,0.384818,114.24145999999999,40.19066,1.27,0.942,0.913,3,3.0,0.0,0.0,0.0,0.0,39.29221011343283,65.605997933296,-65.605997933296,2.2354693517527977,113.34001011343284,0.7890742000033525,-0.7890742000033525,Q2
FE_OFN33_i_tv80_core_BusA_0,1.85945,318.871998,182.38549799999998,3.3499999999999996,1.5699999999999998,9.132000000000001,5,6.0,0.0,0.0,0.0,0.0,183.1130015223881,42.574762703877155,-42.574762703877155,0.3988823291137461,319.5945015223881,0.22658105036494325,0.22658105036494325,Q4
FE_OFN34_i_tv80_core_IR_3,3.30879,596.139633,350.75703300000004,9.829999999999998,3.724,6.798999999999998,11,7.0,0.0,6.85,2.0,0.0,356.5868640059701,40.184003165250026,-40.184003165250026,1.6620710228125488,601.9584640059702,0.9760852464526873,0.9760852464526873,Q4
FE_OFN35_i_tv80_core_IR_5,4.77812,857.9778459999999,493.5253459999999,13.500000000000005,4.064000000000001,11.868000000000004,10,13.0,4.239999999999999,3.6879999999999997,4.0,2.0,490.8207754023292,42.7933043154206,-42.7933043154206,0.5480104759747602,855.2632754023291,0.3163916889377102,-0.3163916889377102,Q4
