bucket,n,mape_mean,mape_median,mape_p90
<0.001,3663,8775.477625050662,2284.6936822872844,17216.595085227593
0.001-0.005,7767,449.4701853178242,107.26249221187852,995.2440258681398
0.005-0.01,15218,97.84832725612429,95.73534234047519,99.80195930306765
0.01-0.05,35193,88.15665848257815,97.12044986396701,99.6882577330859
0.05-0.1,6569,95.84045893472054,99.2578755962671,99.90782494323184
>=0.1,5903,98.13808180014301,99.61612564166595,99.95139995199106
