metric,n,mape_mean,mape_median,mape_p90,ci_lo,ci_hi,bias_pct,r2_lin,r2_log,g_mean,p_mean
total_cap,3280,9.11966009680869,6.900653095272412,18.52491590392833,8.79423432215134,9.449860189235352,1.5361635957443507,0.9651587558395958,0.9870172218816069,1.3581915077134148,1.3535507069207313
c_gnd,3280,23.61964316291402,17.462297460419528,51.45293936204758,22.821985054439846,24.39582432511818,8.519921306168579,0.9457048886317245,0.9507662483592515,0.5324178090083537,0.5305301032469513
c_cpl_total,3280,17.449401587793652,13.787006593416514,35.613655520083356,16.889052882429716,17.98581356131853,4.354886894761715,0.9410749247947389,0.9679808293694178,0.8257737370198017,0.8230205700260964
total_res,3280,12.919645238195317,8.087773662309376,29.123730873045183,12.416791780080842,13.428037717169039,-4.284598414584105,0.9372369425731959,0.8745943124208305,250.67485721067075,223.2736893871951
