bucket,n,mape_mean,mape_median,mape_p90
<0.001,3663,749.3510315071085,201.92900729804703,1605.0719744463513
0.001-0.005,7767,161.222357242016,65.7353520433284,388.7120273868684
0.005-0.01,15218,96.95726997661532,66.9501039121329,218.69892590734023
0.01-0.05,35193,64.18415113544813,48.31414865684833,121.36796993492636
0.05-0.1,6569,70.81509596968891,53.22325668729438,145.68421217312357
>=0.1,5903,55.86639212622776,52.72409508084626,93.70279601855994
