quartile,axis,axis_min,axis_max,n_nets,gnd_mape_median,gnd_mape_mean,cpl_mape_median,cpl_mape_mean,total_mape_median
Q1,gnd_rel_err,5.109286337903997e-06,0.08713286840469603,23899,0.04334276182407234,0.043436735287186216,0.10365212754750752,0.13508616471130735,0.05618724128023339
Q2,gnd_rel_err,0.08713783617660124,0.1868355001880345,23898,0.1339004539667545,0.13501086482763128,0.12481449075355626,0.16355849282011234,0.058879432574191884
Q3,gnd_rel_err,0.1868402484546374,0.3244367860957313,23898,0.2482911938994157,0.25049067366496797,0.1628701530990211,0.22301248794194783,0.06983801197056438
Q4,gnd_rel_err,0.32443758021579344,9.08881251629857,23899,0.4555932248037556,0.5530920775549857,0.22254701533683965,0.2723622709589157,0.08298258639052457
