net_id,design,fanout,bbox_xy_um2,compact_gnd_estimate_fF,gnd_gold,gnd_pred,cpl_gold,cpl_pred,dominant_layer,gnd_rel_err
intel22_nova_f3::ext_frame_RAM1_data[14],intel22_nova_f3,75.0,209.9404252311277,1.559038159356701,0.3012571930885315,1.189385089945096,2.7374911308288574,1.9526613473892211,M3,2.948072003696746
intel22_nova_f3::ext_frame_RAM0_data[19],intel22_nova_f3,92.0,37.34998770877383,1.1693688017334232,0.2646087408065796,1.036567403801278,1.8646589517593384,1.8898152828216552,M3,2.9173588923843417
intel22_nova_f3::ext_frame_RAM0_data[7],intel22_nova_f3,97.0,173.04989882978157,1.4792351742414576,0.4035431146621704,1.5389826831603919,2.1298410892486572,1.938105034828186,M3,2.8136759796998754
intel22_nova_f3::n_127742,intel22_nova_f3,1.0,0.1248281620320634,0.0629238676099218,0.0179402194917202,0.06809147557488913,0.18957920372486115,0.1250665456056595,M3,2.7954650223936683
intel22_nova_f3::ext_frame_RAM1_data[28],intel22_nova_f3,76.0,200.0788300308733,1.5923294045598793,0.2400050014257431,0.9108292469043828,2.5434529781341553,1.9556782484054565,M2,2.7950427761656083
intel22_nova_f3::n_124962,intel22_nova_f3,1.0,0.0579593982481716,0.03991192564137454,0.009467150084674358,0.03536047841122971,0.11337555944919586,0.07386835515499116,M2,2.7350710715437025
intel22_nova_f3::ext_frame_RAM0_data[2],intel22_nova_f3,95.0,56.62942938048801,1.24761199141517,0.2576524615287781,0.9611222755317307,2.124448776245117,2.115019607543945,M2,2.73030503892306
intel22_nova_f3::n_156521,intel22_nova_f3,1.0,0.3598923432158072,0.08452658052106425,0.025085970759391785,0.09296849834788161,0.2529638409614563,0.13536018133163452,M2,2.7059956435242074
intel22_nova_f3::ext_frame_RAM1_data[0],intel22_nova_f3,122.0,17.867024648925735,1.6460834837004545,0.24226437509059906,0.8811002023928308,1.7693352699279785,2.0917364835739134,M2,2.6369367227985037
intel22_nova_f3::ext_frame_RAM1_data[25],intel22_nova_f3,94.0,23.56478860275798,1.1290698072226368,0.22537316381931305,0.8193061616502115,1.738384485244751,1.461581015586853,M2,2.635331499836726
intel22_nova_f3::FE_RN_1451_0,intel22_nova_f3,1.0,0.1382419235215999,0.05711123042411341,0.019215980544686317,0.06983842227704527,0.1691254824399948,0.14493295550346375,M3,2.6343928489434947
intel22_nova_f3::n_157689,intel22_nova_f3,1.0,0.0486901864385678,0.048056696196520976,0.008615260012447834,0.031182243903247163,0.094283327460289,0.04975197017192841,M2,2.6194199430073177
intel22_nova_f3::n_143854,intel22_nova_f3,1.0,0.2679149135449732,0.07858166181847351,0.020963450893759727,0.07579274173670976,0.2405797392129898,0.15968656837940215,M2,2.6154706646734045
intel22_nova_f3::ext_frame_RAM1_data[18],intel22_nova_f3,126.0,34.8203295236142,2.0937797763446917,0.2496069371700287,0.9004160193846851,1.911317229270935,2.3418154239654543,M2,2.6073357158793007
intel22_nova_f3::n_129685,intel22_nova_f3,1.0,0.664274602856767,0.13100336560008013,0.04215380921959877,0.1518144230726106,0.41601768136024475,0.261318975687027,M2,2.601440199193832
intel22_nova_f3::ext_frame_RAM0_data[31],intel22_nova_f3,102.0,108.01013790038655,1.3487912911305684,0.2718360126018524,0.9770061316683426,2.0927746295928955,1.8253235816955566,M2,2.594101172677681
intel22_nova_f3::ext_frame_RAM1_data[9],intel22_nova_f3,117.0,20.78389120707377,1.0675401850443669,0.23563076555728912,0.8453021292446105,1.8899883031845093,2.091606068611145,M4,2.5874013618102487
intel22_nova_f3::ext_frame_RAM1_data[23],intel22_nova_f3,82.0,86.112599175636,1.3164388585369458,0.26446399092674255,0.9402677075094512,2.034369468688965,1.6183893918991088,M2,2.5553713918274363
intel22_nova_f3::FE_RN_1813_0,intel22_nova_f3,1.0,0.1622435262187762,0.06733951663009141,0.021812619641423225,0.07725887757359834,0.21160922944545746,0.13867709636688233,M2,2.5419348452250996
intel22_nova_f3::n_116984,intel22_nova_f3,151.0,162.9067256300568,2.3250002995882375,0.7308757305145264,2.5840790130594256,4.832376956939697,3.988007068634033,M2,2.5355928582281284
intel22_nova_f3::reconstruction_DF_top_DF_reg_ctrl/n_775,intel22_nova_f3,7.0,0.579947865330818,0.10575017405740285,0.04419824853539467,0.15624555799462844,0.29835253953933716,0.17350464761257173,M2,2.5351074572447025
intel22_nova_f3::n_122865,intel22_nova_f3,108.0,63.06428664372848,1.0976288255030362,0.41426509618759155,1.4218609311281734,2.053913116455078,1.8110744953155518,M2,2.4322489251769173
intel22_nova_f3::ext_frame_RAM1_data[8],intel22_nova_f3,103.0,11.91946155391017,0.9085405063604552,0.18941107392311096,0.6438991513747471,1.870832085609436,2.070324730873108,M4,2.399479967238504
intel22_nova_f3::n_213963,intel22_nova_f3,1.0,0.0940487080676363,0.05409876903496184,0.015851959586143494,0.05354294128556797,0.15840208530426025,0.1200728714466095,M2,2.3776859570327757
