quartile,axis,axis_min,axis_max,n_nets,gnd_mape_median,gnd_mape_mean,cpl_mape_median,cpl_mape_mean,total_mape_median
Q1,compact_gnd_estimate_fF,0.028669780452992167,0.07670797043670312,23944,0.19763099941108841,0.2642596419796247,0.18315913418373928,0.23637389680937165,0.08857811329790499
Q2,compact_gnd_estimate_fF,0.07670797082448322,0.14085064574927206,23853,0.2134974358866808,0.2715580852925569,0.17311506947460956,0.2369654979718767,0.06979390553639023
Q3,compact_gnd_estimate_fF,0.14085064671872216,0.4596102686343146,23898,0.18080986747143316,0.23203089120523307,0.1431770178164228,0.1747079130061926,0.06055043402269123
Q4,compact_gnd_estimate_fF,0.45961169628662063,52.40534914683193,23899,0.1553333357928565,0.2142004163749549,0.11800674891535283,0.1459742729396885,0.05100566459798558
