design,n_nets,gnd_mape_median,gnd_mape_mean,cpl_mape_median,cpl_mape_mean,total_mape_median,total_mape_mean
intel22_nova_f3,92425,0.18691640083373426,0.24576097752712792,0.1518977093606165,0.19943881050826073,0.06583966916659853,0.08119478191105235
intel22_tv80s_f3,3169,0.1828778155826918,0.23815068383288246,0.14369281501596712,0.17126898110078156,0.06518642295575613,0.07792978338567684
