bucket,n,mape_mean,mape_median,mape_p90
<0.001,3660,621.5541355694597,168.66705688973926,1363.0021928388792
0.001-0.005,7753,131.1223439654509,63.45305188059096,307.1486140223083
0.005-0.01,15191,79.4349684355861,58.92199357937848,172.60945813393576
0.01-0.05,35133,54.57890025885637,44.510606053262094,95.61006955607199
0.05-0.1,6565,61.53902815186359,51.310126943122334,103.43015882007371
>=0.1,5900,54.37216777158386,55.14809602978298,90.97484942664224
