net_name,R_pred,R_gold,total_cap_gold,design_name,split,total_cap_fF,c_gnd_fF,c_cpl_total_fF,total_res_ohm,n_aggressors_spef,cpl_p95_fF,tgt_n_cuboids,tgt_n_pins,tgt_n_wires,tgt_pin_to_wire_ratio,tgt_total_metal_area_um2,tgt_total_volume_um3,tgt_wire_length_um,tgt_bbox_xy_um2,tgt_bbox_z_um,tgt_aspect_ratio,tgt_z_min,tgt_z_max,tgt_z_mean,tgt_z_std,tgt_n_tiles,tgt_eps_min,tgt_eps_max,tgt_eps_mean,tgt_eps_std,tgt_is_signal,tgt_is_clock,tgt_is_vdd,tgt_is_vss,tgt_count_M1,tgt_count_M2,tgt_count_M3,tgt_count_M4,tgt_count_M5,tgt_count_M6,tgt_count_M7,tgt_count_M8,tgt_count_M9p,tgt_wirelen_M1,tgt_wirelen_M2,tgt_wirelen_M3,tgt_wirelen_M4,tgt_wirelen_M5,tgt_wirelen_M6,tgt_wirelen_M7,tgt_wirelen_M8,tgt_wirelen_M9p,tgt_area_M1,tgt_area_M2,tgt_area_M3,tgt_area_M4,tgt_area_M5,tgt_area_M6,tgt_area_M7,tgt_area_M8,tgt_area_M9p,agg_total_count,agg_unique_nets,agg_total_metal_area_um2,agg_density_per_tile,agg_top1_area,agg_top3_area,agg_count_M1,agg_count_M2,agg_count_M3,agg_count_M4,agg_count_M5,agg_count_M6,agg_count_M7,agg_count_M8,agg_count_M9p,agg_area_M1,agg_area_M2,agg_area_M3,agg_area_M4,agg_area_M5,agg_area_M6,agg_area_M7,agg_area_M8,agg_area_M9p,cpl_n_pairs,cpl_min_dist_um,cpl_p10_dist_um,cpl_p25_dist_um,cpl_p50_dist_um,cpl_p75_dist_um,cpl_p95_dist_um,cpl_mean_dist_um,cpl_total_lateral_overlap_um2,cpl_total_broadside_overlap_um2,cpl_n_below_0p5um,cpl_n_below_1um,cpl_n_below_2um,cpl_sum_inv_d,cpl_sum_inv_d2,cpl_lat_weighted_inv_d,cpl_bs_weighted_inv_d,pwr_n_cuboids,pwr_total_metal_area_um2,pwr_count_M1,pwr_count_M2,pwr_count_M3,pwr_count_M4,pwr_count_M5,pwr_count_M6,pwr_count_M7,pwr_count_M8,pwr_count_M9p,pwr_area_M1,pwr_area_M2,pwr_area_M3,pwr_area_M4,pwr_area_M5,pwr_area_M6,pwr_area_M7,pwr_area_M8,pwr_area_M9p,compact_gnd_fF,compact_cpl_fF,compact_total_fF,v3_agg_count_within_0p3um,v3_agg_count_within_0p5um,v3_agg_count_within_1um,v3_agg_count_within_2um,v3_agg_count_within_3um,v3_agg_area_within_0p3um,v3_agg_area_within_0p5um,v3_agg_area_within_1um,v3_agg_area_within_2um,v3_agg_area_within_3um,v3_pwr_count_within_0p3um,v3_pwr_count_within_0p5um,v3_pwr_count_within_1um,v3_pwr_count_within_2um,v3_pwr_count_within_3um,v3_pwr_area_within_0p3um,v3_pwr_area_within_0p5um,v3_pwr_area_within_1um,v3_pwr_area_within_2um,v3_pwr_area_within_3um,v3_bbox_x_um,v3_bbox_y_um,v3_length_density,v3_cuboid_density,v3_agg_M1_within_1um,v3_agg_M2_within_1um,v3_agg_M3_within_1um,v3_agg_M4_within_1um,v3_agg_M5_within_1um,v3_cap_proxy_lateral,v3_cap_proxy_broadside,ape,err_signed_pct,R_analytic_uncalib,R_analytic,ape_analytic,n_layers,log_wl,wl_q
n_1462,114.607,357.04685200000006,2.23088,intel22_tv80s_f3,test,2.23088,0.5788352900000001,1.6520415600620006,357.04685200000006,98,0.00614625,11.0,4.0,7.0,0.5714285714285714,0.24348601698875427,0.019958987832069397,3.1110000610351562,5.716772718078573,0.37699997425079346,2.307494880215213,0.5472000241279602,0.9241999983787537,0.7236545085906982,0.12060423195362091,2.0,2.799999952316284,2.799999952316284,2.799999713897705,2.384185791015625e-07,1.0,0.0,0.0,0.0,4.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0760040283203125,0.5189992189407349,1.5159969329833984,0.0,0.0,0.0,0.0,0.0,0.0,0.07316912710666656,0.041870296001434326,0.12844659388065338,0.0,0.0,0.0,0.0,0.0,0.0,31015.0,576.0,778.3926391601562,15507.5,12.280528813134879,33.93894050249946,9128.0,11270.0,7324.0,2503.0,790.0,0.0,0.0,0.0,0.0,128.5521697998047,132.37774658203125,195.7975311279297,123.03471374511719,198.6304931640625,0.0,0.0,0.0,0.0,64222.0,0.0,1.1634882688522339,1.9299875497817993,2.7524046897888184,3.3616249561309814,3.878774642944336,2.5911545753479004,0.043434759601950645,0.6493102312088013,1718.0,4996.0,17180.0,36596.900390625,87221.080078125,0.8686951696872711,4.652419447898865,256.0,76.82521057128906,25.0,59.0,63.0,57.0,31.0,15.0,2.0,4.0,0.0,5.002652645111084,5.101383447647095,6.334845542907715,6.955756187438965,13.71030855178833,9.173008441925049,0.04800036549568176,30.499248504638672,0.0,0.008642122149467468,0.13687504272169146,0.14551716487115893,459.0,899.0,1963.0,4918.0,8953.0,23.31277084350586,41.74130821228027,106.25958251953125,199.82140350341797,323.96238708496094,68.0,120.0,214.0,256.0,256.0,15.553545951843262,27.865474700927734,58.52043533325195,76.82521057128906,76.82521057128906,3.631999969482422,1.5740013122558594,0.5441881660253889,1.924162555074804,679.0,703.0,440.0,104.0,37.0,0.8686951696872711,4.652419447898865,67.90141143717464,-67.90141143717464,59.77511433037845,101.14551839486693,71.67163977828127,3,0.49290001962918917,Q2
di[7],214.664,656.711411,3.78116,intel22_tv80s_f3,test,3.78116,2.1588225,1.622338958719999,656.711411,135,0.0103086,8.0,2.0,6.0,0.3333333333333333,0.1529882550239563,0.01242547482252121,2.002997398376465,9.667844448238611,0.2239999771118164,3.4915819975791367,0.5472000241279602,0.7712000012397766,0.6637625098228455,0.06728968024253845,1.0,2.799999952316284,2.799999952316284,2.799999952316284,0.0,1.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7890022993087769,1.2139949798583984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051816675812006,0.10117157548666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14697.0,463.0,331.5209655761719,14697.0,5.39297747053206,13.334404130000621,4365.0,5215.0,3509.0,1282.0,326.0,0.0,0.0,0.0,0.0,60.69196319580078,65.46990966796875,85.51773071289062,73.13352966308594,46.70781707763672,0.0,0.0,0.0,0.0,30479.0,0.0,1.0689398050308228,1.8915578126907349,2.8479995727539062,3.469268798828125,3.9004335403442383,2.625227212905884,0.006081942934542894,0.045886531472206116,859.0,2753.0,8261.0,17637.513671875,40172.93359375,0.12163886427879333,0.6769464015960693,128.0,38.13008499145508,12.0,28.0,31.0,29.0,15.0,10.0,1.0,2.0,0.0,2.499126434326172,2.545588254928589,3.165442705154419,3.1740670204162598,4.625038146972656,6.847195625305176,0.02400018274784088,15.249624252319336,0.0,0.006023630499839783,0.01979788670620089,0.025821517206040673,205.0,339.0,902.0,2423.0,4417.0,6.053023338317871,11.700484275817871,29.549922943115234,75.85366821289062,125.41716766357422,23.0,43.0,96.0,128.0,128.0,6.205930709838867,9.749216079711914,19.18954849243164,38.13008499145508,38.13008499145508,5.80999755859375,1.66400146484375,0.20718138454755464,0.827485386513177,283.0,336.0,191.0,74.0,18.0,0.12163886427879333,0.6769464015960693,67.31227805633485,-67.31227805633485,41.17572012272748,69.67346869596288,89.39055001498018,2,0.3016803852039711,Q1_short
FE_OFN88_i_tv80_core_i_mcode_n_12687,208.095,628.513379,4.39501,intel22_tv80s_f3,test,4.39501,1.4702643499999999,2.924740686001998,628.513379,164,0.0123505,7.0,3.0,4.0,0.75,0.10954420268535614,0.00830420758575201,1.596995234489441,3.1463189628266264,0.2239999771118164,0.0852811376010119,0.5472000241279602,0.7712000012397766,0.6339142918586731,0.0636754259467125,1.0,2.799999952316284,2.799999952316284,2.799999713897705,2.384185791015625e-07,1.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1030014753341675,0.49399375915527344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07316886633634567,0.036375343799591064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16374.0,484.0,352.7104797363281,16374.0,4.2000634665600955,12.19301438308321,4906.0,6006.0,3802.0,1291.0,369.0,0.0,0.0,0.0,0.0,66.79407501220703,68.09446716308594,87.10987854003906,69.25228118896484,61.45976638793945,0.0,0.0,0.0,0.0,33307.0,0.0,1.1087576150894165,1.8508589267730713,2.736098527908325,3.4295096397399902,3.891162633895874,2.5786325931549072,0.013903594575822353,0.1449979543685913,833.0,2749.0,9678.0,19229.77734375,47759.31640625,0.27807188034057617,1.196747899055481,128.0,68.51270294189453,11.0,26.0,30.0,30.0,18.0,7.0,2.0,3.0,1.0,2.4947266578674316,2.538020372390747,3.1624510288238525,3.183131456375122,6.85947322845459,6.847672939300537,0.04799884185194969,15.379228591918945,28.0,0.0046431864611804485,0.03656254837902422,0.04120573484020467,158.0,361.0,1011.0,2929.0,5389.0,3.9576363563537598,13.172465324401855,38.83861541748047,86.189697265625,138.55923461914062,20.0,39.0,92.0,127.0,127.0,4.35798454284668,7.905942440032959,19.151411056518555,40.5126953125,40.5126953125,0.5179977416992188,6.074001312255859,0.5075757586429552,2.2248221120312794,286.0,342.0,230.0,114.0,39.0,0.27807188034057617,1.196747899055481,66.89091959647847,-66.89091959647847,46.07795029878616,77.96853626719165,87.59476904195039,2,0.20330362018480277,Q1_short
i_tv80_core_i_mcode_n_14693,200.382,584.061085,3.98891,intel22_tv80s_f3,test,3.98891,1.3085028899999998,2.6804131973000014,584.061085,130,0.0107436,16.0,4.0,12.0,0.3333333333333333,0.3921530544757843,0.03244233876466751,5.098998069763184,11.93577368700062,0.5299999117851257,1.3960300583162646,0.5472000241279602,1.077199935913086,0.7636687159538269,0.15935391187667847,2.0,2.799999952316284,2.799999952316284,2.799999952316284,0.0,1.0,0.0,0.0,0.0,5.0,4.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,1.4170082807540894,0.4729996919631958,0.522995114326477,2.685995101928711,0.0,0.0,0.0,0.0,0.0,0.09452157467603683,0.0296469833701849,0.03424232825636864,0.2337421476840973,0.0,0.0,0.0,0.0,0.0,34796.0,582.0,876.0719299316406,17398.0,10.422038866207004,25.889504152408335,10064.0,12287.0,8157.0,3187.0,1101.0,0.0,0.0,0.0,0.0,135.14744567871094,147.7912139892578,205.9737548828125,151.2784194946289,235.88109588623047,0.0,0.0,0.0,0.0,108140.0,0.0,1.1226245164871216,1.863175630569458,2.758028984069824,3.420015573501587,3.885636806488037,2.5876519680023193,0.03785845451056957,1.2630587816238403,2854.0,8980.0,30783.0,62040.890625,145954.78515625,0.757169097661972,13.603275775909424,256.0,133.21578216552734,24.0,56.0,63.0,64.0,28.0,15.0,1.0,3.0,2.0,4.998252868652344,5.0911760330200195,6.333878040313721,7.595849514007568,9.210331916809082,13.592629432678223,0.02400018274784088,30.36964988708496,56.0,0.012243901379406452,0.3560126548868237,0.36825655626623016,779.0,1470.0,3091.0,7072.0,11920.0,70.37318801879883,95.02177047729492,180.23448181152344,289.2344055175781,420.5102233886719,89.0,109.0,199.0,254.0,254.0,26.922643661499023,31.718716621398926,71.2075080871582,77.21576690673828,77.21576690673828,4.081996917724609,2.9240036010742188,0.4272029784978713,1.340507990481235,901.0,1071.0,708.0,298.0,113.0,0.757169097661972,13.603275775909424,65.69160227478604,-65.69160227478604,88.28407783399929,149.3855581635339,74.42295643382337,4,0.7074848475643835,Q3
n_1420,92.8821,270.20237199999997,1.62407,intel22_tv80s_f3,test,1.62407,0.48125010000000007,1.1428205604600006,270.20237199999997,56,0.00830102,10.0,4.0,6.0,0.6666666666666666,0.9213014841079712,0.07873658090829849,11.049003601074219,15.842145231508766,0.5299999117851257,5.1493689661397,0.5472000241279602,1.077199935913086,0.815049946308136,0.19702689349651337,5.0,2.799999952316284,2.799999952316284,2.799999713897705,2.384185791015625e-07,1.0,0.0,0.0,0.0,4.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,1.6160049438476562,0.0,0.8070012331008911,8.625997543334961,0.0,0.0,0.0,0.0,0.0,0.08518865704536438,0.0,0.06779216229915619,0.7683205604553223,0.0,0.0,0.0,0.0,0.0,62741.0,516.0,1350.1103973388672,12548.2,43.447400845820084,84.39336716758407,19396.0,23581.0,14486.0,4355.0,923.0,0.0,0.0,0.0,0.0,295.2229347229004,282.6070785522461,325.2204818725586,235.74470138549805,211.31514358520508,0.0,0.0,0.0,0.0,86111.0,0.0,0.8330039978027344,1.584206461906433,2.6405019760131836,3.4175167083740234,3.8850150108337402,2.4582359790802,0.07704358082264662,3.5662969946861267,4413.0,10630.0,29253.0,62811.69921875,238461.3125,1.5408715605735779,32.54653596878052,640.0,179.42717742919922,61.0,146.0,158.0,153.0,69.0,39.0,5.0,9.0,0.0,12.500032424926758,12.748363018035889,15.414639949798584,18.347195863723755,26.738465309143066,34.0935754776001,0.12000183016061783,59.46489906311035,0.0,0.025107646360993385,0.8450676511932165,0.8701752975542099,1662.0,3393.0,6899.0,15271.0,23877.0,98.64735221862793,143.84501266479492,263.7411422729492,470.45074462890625,679.3930358886719,261.0,358.0,585.0,640.0,640.0,67.57032489776611,83.59094524383545,172.5329074859619,179.42717742919922,179.42717742919922,9.032001495361328,1.7540016174316406,0.6974436504406379,0.6312276433440842,2020.0,2534.0,1626.0,537.0,182.0,1.5408715605735779,32.54653596878052,65.62498718553071,-65.62498718553071,150.6424464420839,254.90220317173058,5.662485016330424,3,1.0433231151191864,Q4_long
n_1895,129.023,79.37145100000001,0.288042,intel22_tv80s_f3,test,0.288042,0.18671664,0.10132597889999999,79.37145100000001,9,0.0204037,3.0,2.0,1.0,2.0,0.13575977087020874,0.011323673650622368,1.6179962158203125,0.5489854271072545,0.37699997425079346,0.32285412135369207,0.5472000241279602,0.9241999983787537,0.682033360004425,0.14047853648662567,1.0,2.799999952316284,2.799999952316284,2.799999952316284,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.447998046875,0.0,1.1699981689453125,0.0,0.0,0.0,0.0,0.0,0.0,0.03046422079205513,0.0,0.10529555380344391,0.0,0.0,0.0,0.0,0.0,0.0,6786.0,226.0,128.0645751953125,6786.0,4.4402167508378625,9.73114430019632,2274.0,2553.0,1549.0,344.0,66.0,0.0,0.0,0.0,0.0,34.20566177368164,29.045917510986328,35.2110595703125,22.348011016845703,7.253910541534424,0.0,0.0,0.0,0.0,7111.0,0.0,0.9234861135482788,1.640347957611084,2.497174024581909,3.321707010269165,3.882026195526123,2.4243180751800537,0.013903594575822353,0.05668383091688156,239.0,837.0,2368.0,4805.40771484375,16252.287109375,0.27807188034057617,0.7422767877578735,128.0,68.19264221191406,13.0,31.0,28.0,31.0,12.0,7.0,1.0,3.0,2.0,2.2684860229492188,2.3207550048828125,0.09248451888561249,2.3343958854675293,0.12506403028964996,4.1543965339660645,0.023999420925974846,14.344039916992188,42.529014587402344,0.004498214460909367,0.02529566746977963,0.029793881930688996,74.0,149.0,390.0,959.0,1722.0,1.7141244411468506,2.999601125717163,8.3492431640625,19.816463470458984,34.8481330871582,42.0,60.0,116.0,125.0,125.0,5.718903541564941,11.007408142089844,19.71209716796875,19.74359893798828,19.74359893798828,0.4210014343261719,1.3039989471435547,2.947248025044947,5.46462592970413,130.0,153.0,92.0,15.0,0.0,0.27807188034057617,0.7422767877578735,62.55592958732729,62.55592958732729,27.96809109774503,47.3248291414581,40.37550209147859,2,0.20897750154678582,Q1_short
n_412,190.157,504.01957300000004,3.01152,intel22_tv80s_f3,test,3.01152,1.56580467,1.4457247347000015,504.01957300000004,60,0.00994841,6.0,2.0,4.0,0.5,0.10835060477256775,0.008737832307815552,1.4629887342453003,3.1727952039800584,0.2239999771118164,1.4407000118245241,0.5472000241279602,0.7712000012397766,0.6424500346183777,0.0649639219045639,1.0,2.799999952316284,2.799999952316284,2.799999952316284,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6089943647384644,0.8539943695068359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039576511830091476,0.06877409666776657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10133.0,348.0,219.99200439453125,10133.0,3.219236349919811,9.275501054013148,3039.0,3775.0,2369.0,783.0,167.0,0.0,0.0,0.0,0.0,42.67535400390625,43.27251434326172,49.5269660949707,52.411720275878906,32.10545349121094,0.0,0.0,0.0,0.0,15122.0,0.0,1.1516659259796143,1.9268990755081177,2.902937650680542,3.533071994781494,3.9051473140716553,2.667189598083496,0.00608215294778347,0.053379204124212265,407.0,1150.0,4028.0,8627.41796875,23047.900390625,0.1216430589556694,0.6384116411209106,128.0,72.63192749023438,13.0,31.0,29.0,29.0,11.0,9.0,1.0,3.0,2.0,2.503960132598877,2.5562381744384766,0.09547580033540726,3.173208713531494,0.12787795066833496,4.607143878936768,0.02399865724146366,14.344026565551758,45.20000457763672,0.004295199643820524,0.018842667759649788,0.023137867403470312,90.0,177.0,515.0,1236.0,2324.0,3.6594152450561523,10.243712425231934,23.345365524291992,45.854461669921875,78.69232177734375,29.0,44.0,85.0,125.0,125.0,5.618287086486816,7.538203716278076,12.840213775634766,21.511913299560547,21.511913299560547,2.13800048828125,1.4840011596679688,0.4611040550017471,1.8910769886670917,173.0,187.0,106.0,41.0,8.0,0.1216430589556694,0.6384116411209106,62.27190169061152,-62.27190169061152,30.98905311389403,52.43660136636383,89.59631645766189,2,0.16524098185057504,Q1_short
n_192,180.326,476.4219529999999,3.35967,intel22_tv80s_f3,test,3.35967,1.30145667,2.0582073777000014,476.4219529999999,109,0.00907858,14.0,4.0,10.0,0.4,0.8168582320213318,0.06969679892063141,9.68799114227295,7.932192889311409,0.5299999117851257,6.531766375602538,0.5472000241279602,1.077199935913086,0.7742714285850525,0.1814640611410141,4.0,2.799999952316284,2.799999952316284,2.799999713897705,2.384185791015625e-07,1.0,0.0,0.0,0.0,5.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,1.2549980878829956,0.43999290466308594,0.7170010805130005,7.275999069213867,0.0,0.0,0.0,0.0,0.0,0.07880036532878876,0.03151525557041168,0.05968973785638809,0.6468528509140015,0.0,0.0,0.0,0.0,0.0,61138.0,570.0,1326.5237731933594,15284.5,16.41180476755835,43.18205938767642,18703.0,22363.0,14232.0,4553.0,1287.0,0.0,0.0,0.0,0.0,260.2031707763672,261.05907821655273,326.70572662353516,256.8450736999512,221.7107048034668,0.0,0.0,0.0,0.0,129404.0,0.0,1.0370174646377563,1.8461850881576538,2.7401411533355713,3.4217069149017334,3.889906167984009,2.566596269607544,0.06620455905795097,1.6414878070354462,4102.0,12131.0,37164.0,77876.9052734375,207093.4453125,1.3240912556648254,16.810661554336548,512.0,157.3736228942871,49.0,113.0,122.0,116.0,59.0,39.0,5.0,9.0,0.0,11.224070072174072,11.411324262619019,12.654380321502686,12.698555707931519,20.723139762878418,27.414048671722412,0.11999710462987423,61.1281099319458,0.0,0.02268929034471512,0.4495822379252621,0.4722715282699772,1159.0,2403.0,5560.0,13026.0,21985.0,68.4515438079834,104.67340850830078,208.08198928833008,403.73470306396484,600.9879608154297,215.0,278.0,453.0,512.0,512.0,59.24412250518799,63.826507568359375,153.674560546875,157.3736228942871,157.3736228942871,7.198001861572266,1.101999282836914,1.2213509274752345,1.7649596013814706,1655.0,1992.0,1346.0,414.0,153.0,1.3240912556648254,16.810661554336548,62.14993896387473,-62.14993896387473,127.55918017842552,215.84299000853784,54.694994920072894,4,0.9862337330598783,Q4_long
n_620,428.379,264.50098900000006,1.94718,intel22_tv80s_f3,test,1.94718,0.68520508,1.2619809700960003,264.50098900000006,70,0.0196534,3.0,2.0,1.0,2.0,0.043799564242362976,0.0031829795334488153,0.7499923706054688,0.1057154193695169,0.2239999771118164,0.4332036016000247,0.5472000241279602,0.7712000012397766,0.6310333609580994,0.06835364550352097,1.0,2.799999952316284,2.799999952316284,2.799999952316284,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64599609375,0.10399627685546875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03922386094927788,0.004575702827423811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16341.0,535.0,417.8702697753906,16341.0,5.216922497842461,14.12784482166171,4841.0,5837.0,3838.0,1384.0,441.0,0.0,0.0,0.0,0.0,66.33312225341797,70.69970703125,105.33322143554688,61.75950241088867,113.74470520019531,0.0,0.0,0.0,0.0,12664.0,0.0,1.1088569164276123,1.871838092803955,2.8128130435943604,3.476020336151123,3.8898885250091553,2.6166512966156006,0.006951796822249889,0.0446772500872612,270.0,1082.0,3572.0,7267.453125,19799.9296875,0.13903594017028809,0.4822525680065155,128.0,40.346710205078125,12.0,28.0,30.0,30.0,17.0,8.0,1.0,2.0,0.0,2.499126434326172,2.5455877780914307,3.1624510288238525,3.181722640991211,6.8622822761535645,6.821915149688721,0.02400018274784088,15.249624252319336,0.0,0.001942854025401175,0.015402487401609972,0.01734534142701115,59.0,123.0,429.0,1314.0,2509.0,3.1565139293670654,10.0560302734375,28.52400779724121,68.58931732177734,114.54344177246094,19.0,33.0,87.0,128.0,128.0,4.354024410247803,7.279200553894043,19.121694564819336,40.346710205078125,40.346710205078125,0.21400070190429688,0.49399566650390625,7.094446345465943,28.378074058561147,115.0,153.0,109.0,33.0,19.0,0.13903594017028809,0.4822525680065155,61.95742844651516,61.95742844651516,25.217545249245383,42.670628328429146,83.86749762647234,2,-0.12494315450269747,Q1_short
n_1722,106.336,274.18072500000005,1.34358,intel22_tv80s_f3,test,1.34358,0.5224963300000001,0.8210818759600003,274.18072500000005,49,0.0124094,21.0,4.0,17.0,0.23529411764705882,0.3373831510543823,0.02757408283650875,4.778988361358643,17.368543385928206,0.37699997425079346,2.031464752184744,0.5472000241279602,0.9241999983787537,0.71541428565979,0.10691012442111969,2.0,2.799999952316284,2.799999952316284,2.799999713897705,2.384185791015625e-07,1.0,0.0,0.0,0.0,6.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4879968166351318,0.7989944219589233,2.4919967651367188,0.0,0.0,0.0,0.0,0.0,0.0,0.09751274436712265,0.031575001776218414,0.20829541981220245,0.0,0.0,0.0,0.0,0.0,0.0,19429.0,421.0,402.8506622314453,9714.5,12.39048837358132,26.201824833638966,6340.0,7254.0,4406.0,1131.0,298.0,0.0,0.0,0.0,0.0,95.73526000976562,88.05406188964844,101.61460494995117,73.6600112915039,43.78669548034668,0.0,0.0,0.0,0.0,81689.0,0.0,0.9826681017875671,1.7206976413726807,2.632384777069092,3.339197874069214,3.8726513385772705,2.4768121242523193,0.02552953828126192,0.5558299720287323,3191.0,8410.0,26266.0,53090.232421875,155217.2421875,0.5105907768011093,5.2519776821136475,256.0,75.2033920288086,25.0,59.0,60.0,63.0,30.0,15.0,1.0,2.0,1.0,5.002652645111084,5.101383209228516,3.0272858142852783,6.3696935176849365,4.438118010759354,9.13758897781372,0.023999420925974846,14.10266399383545,28.0,0.011763363145291805,0.14286097258119884,0.15462433572649065,630.0,1130.0,2732.0,6005.0,8602.0,16.49378728866577,31.134201049804688,75.70038223266602,137.18425750732422,190.90234375,57.0,126.0,201.0,255.0,255.0,13.634864807128906,24.454319953918457,31.642579078674316,47.20338535308838,47.20338535308838,5.939998626708984,2.9239978790283203,0.27515193733692855,1.2090823930010135,870.0,1051.0,633.0,160.0,18.0,0.5105907768011093,5.2519776821136475,61.21682149611356,-61.21682149611356,87.21388740973039,147.57468809734502,46.17612594855273,3,0.6793359728510151,Q3
n_1630,96.1869,59.9666,0.256606,intel22_tv80s_f3,test,0.256606,0.15813869000000003,0.09846709117220001,59.9666,9,0.00961986,9.0,4.0,5.0,0.8,0.2216908186674118,0.018331944942474365,2.7399959564208984,0.9405838281963952,0.2239999771118164,3.8542316602316604,0.5472000241279602,0.7712000012397766,0.6632555723190308,0.07205107063055038,1.0,2.799999952316284,2.799999952316284,2.799999952316284,0.0,1.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9399948120117188,1.8000011444091797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059697311371564865,0.16199351847171783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6649.0,200.0,138.35028076171875,6649.0,5.560487481649034,12.615401990362443,2132.0,2538.0,1518.0,376.0,85.0,0.0,0.0,0.0,0.0,33.024871826171875,31.660064697265625,38.377906799316406,21.56885528564453,13.7185697555542,0.0,0.0,0.0,0.0,18907.0,0.0,1.0369094610214233,1.8554688692092896,2.6384310722351074,3.31231689453125,3.87800931930542,2.5131242275238037,0.01399162970483303,0.10852614790201187,605.0,1779.0,5465.0,12181.3701171875,40392.2734375,0.2798326015472412,1.2817304134368896,128.0,41.807010650634766,15.0,35.0,30.0,28.0,10.0,7.0,1.0,1.0,1.0,3.1244499683380127,3.182539224624634,0.0994361937046051,2.557119846343994,0.10800500959157944,4.581863880157471,0.023999115452170372,0.12960319221019745,28.0,0.008574268780648708,0.038713020357795766,0.047287289138444474,111.0,173.0,356.0,932.0,1790.0,2.8934755325317383,7.36845588684082,11.470991134643555,23.755550384521484,42.07037353515625,41.0,63.0,113.0,127.0,127.0,3.209552526473999,4.5420708656311035,10.140132904052734,13.807015419006348,13.807015419006348,1.9040031433105469,0.4940032958984375,2.9130800193268724,9.56852513322267,147.0,133.0,63.0,9.0,4.0,0.2798326015472412,1.2817304134368896,60.40078977297361,60.40078977297361,52.431634556163445,88.71961044126695,47.94837533104587,2,0.43774992190601325,Q2
n_540,97.5372,239.51334,1.3428,intel22_tv80s_f3,test,1.3428,0.5925541799999999,0.750249816,239.51334,46,0.0231555,12.0,4.0,8.0,0.5,0.6219269633293152,0.0524916797876358,7.449001312255859,9.739127573848236,0.37699997425079346,0.2563274551243769,0.5472000241279602,0.9241999983787537,0.7494916915893555,0.12951792776584625,3.0,2.799999952316284,2.799999952316284,2.799999952316284,0.0,1.0,0.0,0.0,0.0,4.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4359970092773438,1.3470021486282349,4.66600227355957,0.0,0.0,0.0,0.0,0.0,0.0,0.09764893352985382,0.11639232933521271,0.40788567066192627,0.0,0.0,0.0,0.0,0.0,0.0,36406.0,451.0,830.7727966308594,12135.333333333334,22.352827786060516,42.877953792281915,11723.0,13427.0,8270.0,2317.0,669.0,0.0,0.0,0.0,0.0,176.64739608764648,172.14648056030273,199.7956771850586,138.7504119873047,143.43278884887695,0.0,0.0,0.0,0.0,71445.0,0.0,1.001147985458374,1.7307384014129639,2.6517512798309326,3.395703077316284,3.8803296089172363,2.5076723098754883,0.06071541830897331,1.1411442756652832,2145.0,7137.0,22352.0,45247.4716796875,140285.26953125,1.2143083214759827,10.74152660369873,384.0,108.15733337402344,39.0,91.0,96.0,83.0,39.0,25.0,4.0,7.0,0.0,7.510578632354736,7.661402702331543,9.866797685623169,8.893899202346802,13.432594776153564,16.0617413520813,0.09599768370389938,44.634318351745605,0.0,0.020726174116134644,0.29639948974933805,0.3171256638654727,807.0,1582.0,4091.0,8952.0,13667.0,42.38157081604004,64.09353828430176,141.5234260559082,270.7852554321289,386.1311492919922,147.0,209.0,342.0,384.0,384.0,33.324896812438965,49.01148796081543,107.66997146606445,108.15733337402344,108.15733337402344,1.5800018310546875,6.163997650146484,0.764853037992655,1.2321432190931267,1258.0,1516.0,950.0,299.0,68.0,1.2143083214759827,10.74152660369873,59.27692378219935,-59.27692378219935,111.24674824151126,188.24071098283864,21.407003475113896,3,0.8720980507818692,Q3
