stratum,n,wl_min_um,wl_max_um,wl_median_um,R_gold_median,ape_mean,ape_median,bias_pct,ape_analytic_mean
Q1_short,793,0.7499923706054688,2.7089853286743164,2.4000015258789062,70.565698,8.587818917262233,4.925813059011125,2.744782825540847,43.634868468632455
Q2,792,2.7089929580688477,3.4799978733062744,3.0179929733276367,84.01617549999999,7.243626392211967,4.274988054525295,-1.1412302567690384,26.274471862338743
Q3,792,3.4800033569335938,7.615989685058594,4.237991809844971,136.468797,13.344331532534282,9.208820693048025,-7.503134729131936,25.388041482143997
Q4_long,792,7.6299896240234375,274.177978515625,17.515975952148438,503.1693325000001,14.662711915112228,10.774886068579864,-8.555025386697546,61.60313251239888
