n_layers,n,ape_mean,ape_median,bias_pct,wl_median_um,R_gold_median
2,953,11.117950842617471,7.801599141674591,0.7238373000387067,2.6399993896484375,91.55175400000002
3,1515,9.28344500107109,4.713995210349031,-4.219334131374145,3.3949804306030273,91.52201600000001
4,469,14.814076009959125,10.676060853574448,-8.869092272892876,13.006996154785156,418.0309240000001
5,232,13.452771276934845,11.170967633273797,-6.824249380872574,46.99447441101074,746.4369485
