bucket,n,mape_mean,mape_median,mape_p90
<0.001,3660,579.2253844789345,134.1952363324035,1206.9863026129585
0.001-0.005,7753,132.48377952424514,63.94619818550341,322.48405286939555
0.005-0.01,15191,77.83883879632593,59.351442286373114,164.072523204063
0.01-0.05,35133,50.489642888831284,41.04370233788445,94.91692576713498
0.05-0.1,6565,55.354462852887224,46.45532856992249,95.71582929144839
>=0.1,5900,51.95187770143685,52.10885994584648,89.19356806750328
