bucket,n,mape_mean,mape_median,mape_p90
<0.001,3663,733.137823635828,197.60380073370234,1582.3642695110307
0.001-0.005,7767,156.43050419069752,65.50169141568445,383.6043064640404
0.005-0.01,15218,93.93018954730303,66.18808471587948,210.75197003510863
0.01-0.05,35193,62.47441589483644,47.63191398600362,116.35133564872474
0.05-0.1,6569,69.1954092729931,52.44376245291932,142.03972065895786
>=0.1,5903,55.204069073446966,52.809690250004614,93.1581777388802
