bucket,n,mape_mean,mape_median,mape_p90
<0.001,3663,723.3576222434195,167.23422844931943,1510.7372782492423
0.001-0.005,7767,165.6087823489781,67.0941370042909,404.47351531261677
0.005-0.01,15218,97.74242223427127,70.5694225071567,215.14313115553037
0.01-0.05,35193,59.986238707601935,44.207951514711176,116.63433566355302
0.05-0.1,6569,63.18726388973532,47.604460103439386,128.92685295364024
>=0.1,5903,51.459210515680034,48.43874659078005,89.28309172301928
